     0	 19926.86572	   313.01907
    50	  3432.77804	    47.70676
   100	  1459.21382	    18.25500
   150	  1044.67723	    10.00837
   200	   738.07997	     6.13182
   250	   484.14065	     4.02866
   300	   409.46471	     2.92651
   350	   521.25801	     2.09874
   400	   407.45878	     1.59466
   450	   339.81499	     1.27070
   500	   278.79768	     1.03405
   550	   152.78784	     0.77469
   600	   119.96482	     0.63479
   650	   127.91545	     0.47793
   700	   146.16845	     0.19799
   750	   112.93574	     0.24819
   800	    88.46314	     0.23922
   850	    70.34084	     0.22139
   900	    55.23159	     0.19950
   950	    45.60615	     0.17618
  1000	    36.62312	     0.15860
  1050	    30.31572	     0.14073
  1100	    25.14482	     0.12654
  1150	    21.13628	     0.11322
  1200	    17.72678	     0.10167
  1250	    15.09932	     0.09183
  1300	    12.95823	     0.08232
  1350	    18.71454	     0.06221
  1400	    17.29607	     0.04993
  1450	    13.92620	     0.04789
  1500	    11.47967	     0.04507
  1550	     9.29702	     0.04069
  1600	     7.65753	     0.03684
  1650	     6.46179	     0.03322
  1700	     5.40457	     0.02974
  1750	     4.50834	     0.02726
  1800	     3.84226	     0.02471
  1850	     3.20069	     0.02217
  1900	     2.75099	     0.02032
  1950	     2.36394	     0.01865
  2000	     2.07943	     0.01662
  2050	     1.74353	     0.01416
  2100	     1.49272	     0.01272
  2150	     1.30708	     0.01158
  2200	     1.13837	     0.01033
  2250	     0.99503	     0.00952
  2300	     0.85937	     0.00844
  2350	     0.78170	     0.00801
  2400	     0.67502	     0.00717
  2450	     0.60248	     0.00659
  2500	     0.52138	     0.00602
  2550	     0.46208	     0.00569
  2600	     0.41519	     0.00508
  2650	     0.37423	     0.00478
  2700	     0.46655	     0.00498
  2750	     0.54032	     0.00478
  2800	     0.45064	     0.00426
  2850	     0.36621	     0.00361
  2900	     0.30327	     0.00313
  2950	     0.25317	     0.00273
  3000	     0.21659	     0.00246
  3050	     0.18408	     0.00224
  3100	     0.15311	     0.00197
  3150	     0.13461	     0.00185
  3200	     0.11462	     0.00164
  3250	     0.09891	     0.00147
  3300	     0.08199	     0.00123
  3350	     0.07204	     0.00115
  3400	     0.06160	     0.00102
  3450	     0.05365	     0.00094
  3500	     0.04503	     0.00083
  3550	     0.03846	     0.00074
  3600	     0.03252	     0.00067
  3650	     0.02851	     0.00064
  3700	     0.02517	     0.00054
  3750	     0.02216	     0.00049
  3800	     0.01896	     0.00046
  3850	     0.01774	     0.00043
  3900	     0.01461	     0.00036
  3950	     0.01342	     0.00035
  4000	     0.01160	     0.00033
  4050	     0.01098	     0.00032
  4100	     0.00905	     0.00028
  4150	     0.00739	     0.00024
  4200	     0.00721	     0.00025
  4250	     0.00618	     0.00021
  4300	     0.00532	     0.00018
  4350	     0.00493	     0.00018
  4400	     0.00450	     0.00017
  4450	     0.00422	     0.00016
  4500	     0.00374	     0.00015
  4550	     0.00322	     0.00013
  4600	     0.00295	     0.00013
  4650	     0.00241	     0.00012
  4700	     0.00233	     0.00011
  4750	     0.00197	     0.00009
  4800	     0.00177	     0.00009
  4850	     0.00156	     0.00008
  4900	     0.00141	     0.00008
  4950	     0.00121	     0.00007
