     0	 20139.53760	   315.12207
    50	  3403.86496	    47.55312
   100	  1400.86308	    17.89770
   150	  1010.26599	     9.92097
   200	   723.95873	     6.11391
   250	   475.31762	     4.00032
   300	   402.52974	     2.91727
   350	   513.80887	     2.10741
   400	   406.41592	     1.61723
   450	   338.79912	     1.28487
   500	   279.70275	     1.03705
   550	   154.28763	     0.78255
   600	   120.18946	     0.64005
   650	   126.50887	     0.48320
   700	   145.99755	     0.19717
   750	   114.02410	     0.24764
   800	    89.15730	     0.23902
   850	    70.88987	     0.22183
   900	    56.53323	     0.20143
   950	    45.75679	     0.17792
  1000	    37.03410	     0.15982
  1050	    29.98512	     0.14081
  1100	    25.59129	     0.12630
  1150	    21.37053	     0.11337
  1200	    17.59599	     0.10155
  1250	    15.35326	     0.09132
  1300	    12.79818	     0.08196
  1350	    18.73698	     0.06152
  1400	    17.50612	     0.04952
  1450	    14.08714	     0.04806
  1500	    11.36235	     0.04468
  1550	     9.43027	     0.04045
  1600	     7.86511	     0.03747
  1650	     6.44622	     0.03330
  1700	     5.34622	     0.02984
  1750	     4.51327	     0.02700
  1800	     3.83973	     0.02433
  1850	     3.22660	     0.02231
  1900	     2.80170	     0.02048
  1950	     2.38242	     0.01859
  2000	     2.02019	     0.01613
  2050	     1.73809	     0.01443
  2100	     1.52237	     0.01308
  2150	     1.31585	     0.01130
  2200	     1.15423	     0.01038
  2250	     1.02290	     0.00949
  2300	     0.88577	     0.00857
  2350	     0.77514	     0.00775
  2400	     0.66463	     0.00704
  2450	     0.57712	     0.00642
  2500	     0.52182	     0.00600
  2550	     0.46336	     0.00561
  2600	     0.41002	     0.00504
  2650	     0.36736	     0.00465
  2700	     0.45500	     0.00477
  2750	     0.54046	     0.00485
  2800	     0.44616	     0.00417
  2850	     0.37302	     0.00361
  2900	     0.31635	     0.00324
  2950	     0.26527	     0.00279
  3000	     0.22299	     0.00249
  3050	     0.18800	     0.00225
  3100	     0.15379	     0.00198
  3150	     0.13012	     0.00175
  3200	     0.11318	     0.00159
  3250	     0.09619	     0.00138
  3300	     0.07951	     0.00118
  3350	     0.06855	     0.00104
  3400	     0.05981	     0.00097
  3450	     0.05299	     0.00089
  3500	     0.04478	     0.00079
  3550	     0.03920	     0.00073
  3600	     0.03337	     0.00063
  3650	     0.02877	     0.00054
  3700	     0.02610	     0.00052
  3750	     0.02331	     0.00046
  3800	     0.01954	     0.00040
  3850	     0.01671	     0.00037
  3900	     0.01500	     0.00036
  3950	     0.01314	     0.00032
  4000	     0.01203	     0.00030
  4050	     0.01059	     0.00029
  4100	     0.00928	     0.00027
  4150	     0.00849	     0.00024
  4200	     0.00737	     0.00021
  4250	     0.00656	     0.00020
  4300	     0.00560	     0.00017
  4350	     0.00530	     0.00016
  4400	     0.00458	     0.00015
  4450	     0.00403	     0.00013
  4500	     0.00369	     0.00012
  4550	     0.00337	     0.00012
  4600	     0.00278	     0.00010
  4650	     0.00274	     0.00010
  4700	     0.00240	     0.00009
  4750	     0.00218	     0.00008
  4800	     0.00209	     0.00008
  4850	     0.00163	     0.00006
  4900	     0.00159	     0.00006
  4950	     0.00140	     0.00006
