     0	 21008.67188	   307.10293
    50	  3299.95752	    45.44967
   100	  1316.13035	    16.98200
   150	   714.75823	     8.74937
   200	   489.60323	     5.47292
   250	   338.44532	     3.64561
   300	   255.26905	     2.61704
   350	   199.13523	     1.96106
   400	   161.10677	     1.52443
   450	   133.48169	     1.21660
   500	   111.19742	     0.98367
   550	    94.52770	     0.80746
   600	    79.98026	     0.67319
   650	    70.25905	     0.57152
   700	    61.01302	     0.48925
   750	    52.85286	     0.41957
   800	    46.20634	     0.36263
   850	    40.16027	     0.31515
   900	    36.43678	     0.27959
   950	    32.44106	     0.24560
  1000	    29.58894	     0.21958
  1050	    25.60530	     0.19409
  1100	    23.72378	     0.17518
  1150	    21.42652	     0.15784
  1200	    19.27239	     0.14178
  1250	    17.46294	     0.12852
  1300	    15.91045	     0.11751
  1350	    14.52422	     0.10698
  1400	    13.55631	     0.09824
  1450	    12.45761	     0.09001
  1500	    10.95076	     0.08147
  1550	    10.11055	     0.07514
  1600	     9.16410	     0.06830
  1650	     8.53766	     0.06367
  1700	     7.71784	     0.05837
  1750	     7.21177	     0.05462
  1800	     6.56680	     0.05017
  1850	     6.04113	     0.04642
  1900	     5.51343	     0.04299
  1950	     5.13457	     0.04030
  2000	     4.66664	     0.03692
  2050	     4.33312	     0.03461
  2100	     4.04952	     0.03223
  2150	     3.65933	     0.02977
  2200	     3.51740	     0.02820
  2250	     3.21254	     0.02684
  2300	     2.99054	     0.02507
  2350	     2.78590	     0.02343
  2400	     2.54129	     0.02159
  2450	     2.37094	     0.02046
  2500	     2.24060	     0.01958
  2550	     2.01924	     0.01791
  2600	     1.93969	     0.01717
  2650	     1.76889	     0.01603
  2700	     1.65036	     0.01497
  2750	     1.49776	     0.01393
  2800	     1.40324	     0.01318
  2850	     1.30888	     0.01237
  2900	     1.22471	     0.01175
  2950	     1.13012	     0.01113
  3000	     1.06312	     0.01052
  3050	     0.97186	     0.00975
  3100	     0.90749	     0.00928
  3150	     0.84259	     0.00878
  3200	     0.78425	     0.00819
  3250	     0.73246	     0.00769
  3300	     0.66821	     0.00710
  3350	     0.65197	     0.00705
  3400	     0.59130	     0.00653
  3450	     0.54827	     0.00621
  3500	     0.53368	     0.00602
  3550	     0.48928	     0.00567
  3600	     0.44842	     0.00525
  3650	     0.41226	     0.00498
  3700	     0.38597	     0.00471
  3750	     0.36702	     0.00452
  3800	     0.33993	     0.00425
  3850	     0.32320	     0.00412
  3900	     0.29947	     0.00376
  3950	     0.28789	     0.00369
  4000	     0.26233	     0.00342
  4050	     0.24161	     0.00320
  4100	     0.23047	     0.00307
  4150	     0.21339	     0.00296
  4200	     0.19900	     0.00276
  4250	     0.18745	     0.00264
  4300	     0.17467	     0.00251
  4350	     0.16065	     0.00232
  4400	     0.15369	     0.00231
  4450	     0.14531	     0.00214
  4500	     0.13549	     0.00206
  4550	     0.12159	     0.00187
  4600	     0.12333	     0.00193
  4650	     0.10926	     0.00173
  4700	     0.10312	     0.00167
  4750	     0.09342	     0.00153
  4800	     0.08785	     0.00144
  4850	     0.08352	     0.00140
  4900	     0.07810	     0.00129
  4950	     0.07033	     0.00123
