     0	 21244.73730	   323.72617
    50	  4320.59766	    51.93090
   100	  2071.20703	    20.14848
   150	  1508.95233	    10.98177
   200	  1110.39863	     6.70676
   250	   789.68304	     4.52269
   300	   386.41058	     2.85844
   350	   419.92868	     2.11992
   400	   282.81462	     1.60543
   450	   199.43784	     1.21855
   500	   144.69373	     0.94262
   550	   110.26074	     0.75151
   600	    86.08451	     0.60793
   650	    95.60246	     0.52622
   700	   110.07770	     0.39849
   750	    88.39553	     0.34699
   800	    71.70076	     0.30661
   850	    59.65831	     0.27138
   900	    49.83383	     0.23926
   950	    41.99910	     0.21332
  1000	    35.50231	     0.18972
  1050	    29.61384	     0.16714
  1100	    25.51869	     0.15082
  1150	    21.93221	     0.13493
  1200	    19.24170	     0.12280
  1250	    16.34701	     0.10899
  1300	    13.61213	     0.09460
  1350	    19.90435	     0.08439
  1400	    19.12965	     0.07317
  1450	    15.69868	     0.06775
  1500	    12.92936	     0.06242
  1550	    10.81278	     0.05625
  1600	     9.29134	     0.05052
  1650	     7.87190	     0.04532
  1700	     6.86977	     0.04170
  1750	     5.79722	     0.03691
  1800	     5.04213	     0.03355
  1850	     4.37793	     0.03040
  1900	     3.77256	     0.02735
  1950	     3.25866	     0.02493
  2000	     2.86582	     0.02268
  2050	     2.52540	     0.02090
  2100	     2.24763	     0.01913
  2150	     1.99176	     0.01764
  2200	     1.77744	     0.01630
  2250	     1.56425	     0.01514
  2300	     1.42973	     0.01413
  2350	     1.20814	     0.01270
  2400	     1.11606	     0.01191
  2450	     0.99340	     0.01068
  2500	     0.86807	     0.00971
  2550	     0.81265	     0.00925
  2600	     0.72988	     0.00840
  2650	     0.65025	     0.00756
  2700	     0.83066	     0.00812
  2750	     1.01111	     0.00827
  2800	     0.84172	     0.00733
  2850	     0.72413	     0.00645
  2900	     0.62368	     0.00585
  2950	     0.52826	     0.00525
  3000	     0.45472	     0.00472
  3050	     0.40184	     0.00436
  3100	     0.34991	     0.00397
  3150	     0.30228	     0.00366
  3200	     0.26989	     0.00341
  3250	     0.23202	     0.00301
  3300	     0.19662	     0.00259
  3350	     0.17823	     0.00241
  3400	     0.15336	     0.00210
  3450	     0.13730	     0.00203
  3500	     0.12025	     0.00181
  3550	     0.10156	     0.00162
  3600	     0.08965	     0.00150
  3650	     0.08409	     0.00147
  3700	     0.07583	     0.00135
  3750	     0.06444	     0.00119
  3800	     0.05807	     0.00107
  3850	     0.05302	     0.00099
  3900	     0.04671	     0.00089
  3950	     0.04036	     0.00087
  4000	     0.03907	     0.00084
  4050	     0.03450	     0.00073
  4100	     0.03040	     0.00067
  4150	     0.02740	     0.00062
  4200	     0.02508	     0.00057
  4250	     0.02350	     0.00057
  4300	     0.02004	     0.00050
  4350	     0.01796	     0.00046
  4400	     0.01670	     0.00044
  4450	     0.01497	     0.00038
  4500	     0.01373	     0.00036
  4550	     0.01279	     0.00035
  4600	     0.01161	     0.00032
  4650	     0.01032	     0.00030
  4700	     0.01000	     0.00028
  4750	     0.00914	     0.00027
  4800	     0.00769	     0.00023
  4850	     0.00697	     0.00021
  4900	     0.00675	     0.00021
  4950	     0.00585	     0.00019
