     0	 20540.89014	   314.39410
    50	  3201.46101	    46.89515
   100	  1203.10894	    17.08580
   150	   766.85489	     9.54234
   200	   484.62607	     5.77544
   250	   281.30879	     3.54645
   300	   214.03346	     2.57496
   350	   249.46780	     2.19286
   400	   169.32329	     1.63499
   450	   124.46028	     1.24876
   500	    95.17277	     0.97082
   550	    75.23954	     0.77994
   600	    58.80882	     0.62546
   650	    66.73077	     0.59505
   700	    77.56163	     0.54894
   750	    61.12767	     0.45545
   800	    51.64358	     0.38888
   850	    42.18002	     0.33119
   900	    35.50679	     0.28336
   950	    29.81923	     0.24417
  1000	    26.49590	     0.21852
  1050	    22.26956	     0.19005
  1100	    19.74376	     0.17006
  1150	    16.84031	     0.14995
  1200	    14.93541	     0.13558
  1250	    13.33142	     0.12159
  1300	    11.69679	     0.11003
  1350	    17.49224	     0.11343
  1400	    17.89144	     0.10426
  1450	    15.40798	     0.09433
  1500	    13.26956	     0.08545
  1550	    11.82992	     0.07822
  1600	    10.36797	     0.07072
  1650	     9.35754	     0.06492
  1700	     8.35643	     0.06015
  1750	     7.36652	     0.05525
  1800	     6.58724	     0.05089
  1850	     5.88430	     0.04724
  1900	     5.31073	     0.04401
  1950	     4.74917	     0.04090
  2000	     4.28041	     0.03793
  2050	     4.00652	     0.03577
  2100	     3.49699	     0.03318
  2150	     3.21976	     0.03114
  2200	     2.93923	     0.02918
  2250	     2.66519	     0.02656
  2300	     2.49158	     0.02524
  2350	     2.28083	     0.02318
  2400	     2.11235	     0.02195
  2450	     1.93177	     0.02038
  2500	     1.76919	     0.01872
  2550	     1.64378	     0.01755
  2600	     1.53890	     0.01660
  2650	     1.40894	     0.01553
  2700	     1.82231	     0.01625
  2750	     2.32766	     0.01707
  2800	     2.05212	     0.01557
  2850	     1.90784	     0.01490
  2900	     1.72006	     0.01366
  2950	     1.51786	     0.01256
  3000	     1.38440	     0.01161
  3050	     1.25128	     0.01096
  3100	     1.13227	     0.01012
  3150	     1.01678	     0.00948
  3200	     0.94153	     0.00888
  3250	     0.84803	     0.00827
  3300	     0.76968	     0.00787
  3350	     0.71145	     0.00739
  3400	     0.64671	     0.00693
  3450	     0.59799	     0.00660
  3500	     0.54528	     0.00631
  3550	     0.50407	     0.00595
  3600	     0.46132	     0.00566
  3650	     0.41711	     0.00533
  3700	     0.39973	     0.00511
  3750	     0.35164	     0.00448
  3800	     0.34301	     0.00447
  3850	     0.30626	     0.00400
  3900	     0.28516	     0.00379
  3950	     0.26575	     0.00358
  4000	     0.24797	     0.00343
  4050	     0.23291	     0.00324
  4100	     0.21255	     0.00301
  4150	     0.19165	     0.00280
  4200	     0.18817	     0.00274
  4250	     0.17402	     0.00261
  4300	     0.16287	     0.00249
  4350	     0.14644	     0.00230
  4400	     0.14255	     0.00224
  4450	     0.13327	     0.00211
  4500	     0.12651	     0.00205
  4550	     0.11593	     0.00195
  4600	     0.10749	     0.00186
  4650	     0.10217	     0.00181
  4700	     0.09291	     0.00170
  4750	     0.08749	     0.00162
  4800	     0.08338	     0.00158
  4850	     0.07589	     0.00145
  4900	     0.07303	     0.00141
  4950	     0.06830	     0.00134
